id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
,,6625,6625,6625.0, 36 months, 23.40%,257.84,E,E5,INSPECTOR,2 years,RENT,90000.0,Not Verified,Dec-2013,Charged Off,n,,,other,Other,945xx,CA,9.63,0,Dec-2003,2,67.0,100.0,8,1,3627,41.7%,17,w,0.0,0.0,6924.0,6924.0,4424.62,2381.38,0.0,118.0,21.44,Mar-2016,257.84,,Dec-2017,0,67.0,1,Individual,,,,0,523.0,23895.0,,,,,,,,,,,,8700.0,,,,6.0,2987.0,4073.0,47.1,0,0,73.0,120.0,0.0,0.0,0.0,0.0,81.0,0.0,81.0,1.0,5.0,5.0,6.0,13.0,2.0,7.0,14.0,5.0,8.0,0.0,0.0,0.0,3.0,88.2,33.3,1,0,34031.0,23895.0,7700.0,25331.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,Y,Nov-2017,BROKEN,Jul-2017,978.0,40.33,12.0
,,18000,18000,18000.0, 36 months, 12.85%,605.2,B,B4,U.S. Marine,10+ years,MORTGAGE,135000.0,Source Verified,Dec-2013,Fully Paid,n,,,credit_card,Debt Elimination,925xx,CA,17.65,0,Dec-1998,3,73.0,98.0,11,1,18541,60%,27,w,0.0,0.0,19722.9675248,19722.97,18000.0,1722.97,0.0,0.0,0.0,Nov-2014,14276.17,,Dec-2017,0,,1,Individual,,,,0,0.0,422720.0,,,,,,,,,,,,30900.0,,,,8.0,38429.0,2773.0,86.7,0,0,180.0,126.0,3.0,3.0,3.0,3.0,73.0,0.0,73.0,0.0,5.0,6.0,5.0,7.0,15.0,7.0,9.0,6.0,11.0,0.0,0.0,0.0,3.0,96.3,80.0,1,0,461900.0,72567.0,20900.0,71516.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,5600,5600,5600.0, 36 months, 13.53%,190.12,B,B5,Air Traffic Control,4 years,RENT,30000.0,Source Verified,Dec-2013,Fully Paid,n,,,credit_card,Credit Payoff,956xx,CA,23.96,0,May-2004,1,,,5,0,12501,91.2%,15,w,0.0,0.0,6716.07,6716.07,5600.0,1116.07,0.0,0.0,0.0,Feb-2016,2153.19,,Dec-2017,0,,1,Individual,,,,0,0.0,38291.0,,,,,,,,,,,,13700.0,,,,4.0,9573.0,136.0,95.5,0,0,109.0,115.0,17.0,6.0,0.0,17.0,,0.0,,0.0,1.0,3.0,2.0,3.0,4.0,4.0,11.0,3.0,5.0,0.0,0.0,0.0,1.0,100.0,100.0,0,0,40931.0,38291.0,3000.0,27231.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,20000,20000,20000.0, 36 months, 13.98%,683.36,C,C1,Credit Manager,< 1 year,RENT,70000.0,Verified,Dec-2013,Fully Paid,n,,  Borrower added on 12/29/13 > I have credit cards with high interest and a loan with 36% interest from a different company which I took out for a surgery. I would like to pay those off and work to improve my credit.<br>,debt_consolidation,Debt consolidation,600xx,IL,23.45,0,Oct-2003,0,,,13,0,12972,87.6%,24,w,0.0,0.0,24600.8860567,24600.89,20000.0,4600.89,0.0,0.0,0.0,Jan-2017,683.29,,Dec-2017,0,,1,Individual,,,,0,0.0,65864.0,,,,,,,,,,,,14800.0,,,,4.0,6586.0,1228.0,91.4,0,0,122.0,114.0,22.0,16.0,0.0,41.0,,11.0,,0.0,4.0,4.0,4.0,7.0,9.0,8.0,14.0,4.0,13.0,0.0,0.0,0.0,0.0,100.0,100.0,0,0,78584.0,65864.0,14200.0,63784.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,35000,35000,35000.0, 60 months, 20.50%,937.06,E,E1,,n/a,MORTGAGE,90276.0,Verified,Dec-2013,Current,n,,"  Borrower added on 12/29/13 > We would like to consolidate our debts: Home equity loan, personal loan, and credit cards.  Thank You.<br>",debt_consolidation,Debt Consolidation,284xx,NC,10.43,0,Jun-1996,0,26.0,,11,0,18426,61.6%,28,f,10840.61,10840.61,44041.8196845,44041.82,24159.39,19882.43,0.0,0.0,0.0,Dec-2017,937.06,Jan-2018,Dec-2017,0,,1,Individual,,,,0,0.0,175196.0,,,,,,,,,,,,29900.0,,,,6.0,15927.0,1815.0,57.8,0,0,133.0,210.0,0.0,0.0,4.0,9.0,26.0,9.0,26.0,0.0,6.0,9.0,6.0,9.0,9.0,9.0,15.0,9.0,11.0,0.0,0.0,0.0,4.0,96.4,16.7,0,0,215171.0,21684.0,4300.0,5020.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,15600,15600,15600.0, 36 months,  8.90%,495.36,A,A5,Bioinformatics Scientist,2 years,RENT,60000.0,Not Verified,Dec-2013,Fully Paid,n,,  Borrower added on 12/29/13 > I am paying 14.9% APR. Looking for a lower APR. Never use a credit card to pay a medical bill.<br>,credit_card,DebtFreePlan,554xx,MN,15.88,0,Sep-2000,0,40.0,116.0,9,1,12866,60.7%,19,f,0.0,0.0,17704.8699996,17704.87,15600.0,2104.87,0.0,0.0,0.0,Apr-2016,4799.74,,Dec-2017,0,40.0,1,Individual,,,,0,0.0,90719.0,,,,,,,,,,,,21200.0,,,,4.0,10080.0,1652.0,83.0,0,0,159.0,132.0,3.0,3.0,0.0,8.0,,,,1.0,2.0,3.0,3.0,5.0,5.0,7.0,13.0,3.0,9.0,0.0,0.0,0.0,3.0,94.7,66.7,1,0,102055.0,90719.0,9700.0,80855.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,16000,16000,16000.0, 36 months, 10.99%,523.75,B,B2,Designer,7 years,RENT,53000.0,Not Verified,Dec-2013,Fully Paid,n,,,debt_consolidation,The End,606xx,IL,19.2,0,Nov-2002,3,,,7,0,8221,33.1%,15,w,0.0,0.0,18840.53,18840.53,16000.0,2840.53,0.0,0.0,0.0,Nov-2016,1556.78,,Oct-2016,0,,1,Individual,,,,0,0.0,39670.0,,,,,,,,,,,,24800.0,,,,3.0,6612.0,16579.0,33.1,0,0,128.0,133.0,12.0,6.0,0.0,13.0,,1.0,,0.0,2.0,2.0,3.0,8.0,5.0,3.0,8.0,2.0,7.0,0.0,0.0,0.0,2.0,100.0,0.0,0,0,63211.0,39670.0,24800.0,38411.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,25975,25975,25975.0, 36 months, 22.90%,1004.14,E,E4,car cleaner,10+ years,MORTGAGE,66000.0,Verified,Dec-2013,Fully Paid,n,,  Borrower added on 12/30/13 > I would like to do some improvements on my home.<br>,home_improvement,home,945xx,CA,28.76,0,Nov-1996,2,36.0,,8,0,14710,68.4%,23,f,0.0,0.0,35448.1499991,35448.15,25975.0,9473.15,0.0,0.0,0.0,Apr-2016,9340.51,,Dec-2017,0,,1,Individual,,,,0,0.0,57007.0,,,,,,,,,,,,21500.0,,,,5.0,7126.0,691.0,94.0,0,0,124.0,205.0,3.0,3.0,0.0,3.0,36.0,3.0,36.0,0.0,3.0,4.0,3.0,7.0,12.0,4.0,10.0,4.0,8.0,0.0,0.0,0.0,3.0,73.9,100.0,0,0,85610.0,57007.0,11500.0,63803.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,14000,14000,13900.0, 60 months, 10.99%,304.33,B,B2,"RN, BSN",1 year,MORTGAGE,41700.0,Verified,Dec-2013,Current,n,,,credit_card,Debt Consolidation,402xx,KY,26.88,0,Jun-1981,0,,,20,0,8896,14.1%,45,f,3713.44,3686.92,14303.5100349,14201.34,10286.56,4016.95,0.0,0.0,0.0,Dec-2017,304.33,Jan-2018,Dec-2017,0,,1,Individual,,,,0,0.0,240584.0,,,,,,,,,,,,63000.0,,,,9.0,20049.0,50105.0,11.8,0,0,98.0,390.0,13.0,6.0,2.0,13.0,,7.0,,0.0,3.0,4.0,14.0,16.0,20.0,17.0,23.0,4.0,20.0,0.0,0.0,0.0,3.0,97.8,0.0,0,0,296557.0,96088.0,56800.0,88564.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,22000,22000,22000.0, 36 months, 20.50%,823.22,E,E1,Engineer Wireless Translations,10+ years,RENT,95000.0,Source Verified,Dec-2013,Fully Paid,n,,"  Borrower added on 12/29/13 > I have 3 existing loans that I wish to consolidate into 1 loan with lending club...1 current loan with lending club...1 current loan with Harley Davidson Financial Services...and 1 current loan with OneMain Financial totaling 20,800... with this consolidation I free up over $300 a month in payments.<br>",debt_consolidation,Debt Consolidation Loan,301xx,GA,28.99,1,Sep-1999,1,16.0,,10,0,9895,70.7%,29,w,0.0,0.0,29675.1863388,29675.19,22000.0,7675.19,0.0,0.0,0.0,Mar-2017,847.35,,Jun-2017,0,,1,Individual,,,,0,0.0,117373.0,,,,,,,,,,,,14000.0,,,,7.0,13041.0,105.0,98.9,0,0,151.0,171.0,6.0,3.0,0.0,6.0,,4.0,,0.0,2.0,2.0,2.0,5.0,20.0,3.0,6.0,2.0,10.0,0.0,0.0,0.0,4.0,96.6,100.0,0,0,137115.0,117373.0,10000.0,123115.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,16000,16000,16000.0, 60 months, 18.25%,408.48,D,D3,Communications Officer,10+ years,OWN,42000.0,Source Verified,Dec-2013,Charged Off,n,,,credit_card,Consolidation,591xx,MT,9.94,0,Oct-1991,2,56.0,79.0,11,1,8672,23.1%,29,f,0.0,0.0,15380.85,15380.85,7558.06,6738.74,0.0,1084.05,195.129,Dec-2016,408.48,,Jun-2017,0,56.0,1,Individual,,,,0,0.0,8672.0,,,,,,,,,,,,37600.0,,,,4.0,788.0,17490.0,32.7,0,0,162.0,266.0,3.0,3.0,0.0,7.0,,2.0,,1.0,6.0,8.0,7.0,16.0,7.0,11.0,22.0,8.0,11.0,0.0,0.0,0.0,2.0,95.0,28.6,1,0,37600.0,8672.0,26000.0,0.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,12000,12000,12000.0, 36 months,  7.90%,375.49,A,A4,Credit Analyst,5 years,RENT,45500.0,Verified,Dec-2013,Fully Paid,n,,,credit_card,Lower Intrest Rates Pay off Car,917xx,CA,14.96,0,May-1996,0,,67.0,7,1,7725,34.2%,22,f,0.0,0.0,13496.5399987,13496.54,12000.0,1496.54,0.0,0.0,0.0,Sep-2016,1856.35,,Oct-2016,0,,1,Individual,,,,0,0.0,13631.0,,,,,,,,,,,,22600.0,,,,1.0,1947.0,5235.0,54.9,0,0,101.0,211.0,18.0,18.0,2.0,18.0,,12.0,,0.0,2.0,4.0,2.0,10.0,2.0,6.0,17.0,4.0,7.0,0.0,0.0,0.0,0.0,100.0,50.0,1,0,40967.0,13631.0,11600.0,18367.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,1800,1800,1800.0, 36 months, 21.48%,68.26,E,E2,laborer,3 years,RENT,29999.0,Not Verified,Dec-2013,Charged Off,n,,,debt_consolidation,Debt consolidation,431xx,OH,21.61,0,Nov-1997,0,,,5,0,14560,88.2%,12,f,0.0,0.0,146.52,146.52,72.05,64.17,0.0,10.3,0.0,Mar-2014,126.52,,Feb-2017,0,,1,Individual,,,,0,0.0,24107.0,,,,,,,,,,,,16500.0,,,,2.0,4821.0,1940.0,88.2,0,0,162.0,193.0,13.0,13.0,0.0,13.0,,22.0,,0.0,3.0,3.0,4.0,6.0,2.0,4.0,10.0,3.0,5.0,0.0,0.0,0.0,0.0,100.0,50.0,0,0,28872.0,24107.0,16500.0,12372.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,28000,28000,28000.0, 60 months, 16.24%,684.49,C,C5,Credit Manager,7 years,RENT,100000.0,Verified,Dec-2013,Current,n,,,credit_card,Pay Off High Interest CC,900xx,CA,11.5,0,Nov-1988,0,,,18,0,34328,69.3%,36,f,8108.82,8108.82,32171.0299468,32171.03,19891.18,12279.85,0.0,0.0,0.0,Dec-2017,684.49,Jan-2018,Dec-2017,0,,1,Individual,,,,0,0.0,34328.0,,,,,,,,,,,,49500.0,,,,2.0,1907.0,12076.0,69.7,0,0,39.0,301.0,10.0,10.0,0.0,10.0,,10.0,,0.0,12.0,16.0,13.0,23.0,1.0,18.0,35.0,16.0,18.0,0.0,0.0,0.0,1.0,100.0,46.2,0,0,49500.0,34328.0,39800.0,0.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,12775,12775,12775.0, 36 months, 16.24%,450.65,C,C5,Team Lead,2 years,RENT,38900.0,Not Verified,Dec-2013,Charged Off,n,,,credit_card,Credit Card Help,921xx,CA,27.49,0,Sep-2004,0,,,13,0,15128,80.5%,18,f,0.0,0.0,10099.15,10099.15,4525.45,2559.06,22.53,2992.11,538.579800002,Aug-2015,200.0,,Dec-2017,0,,1,Individual,,,,0,83.0,35848.0,,,,,,,,,,,,18800.0,,,,3.0,3259.0,404.0,95.9,0,0,67.0,111.0,18.0,6.0,0.0,18.0,,18.0,,0.0,4.0,9.0,4.0,7.0,3.0,12.0,15.0,9.0,13.0,0.0,0.0,0.0,1.0,100.0,100.0,0,0,40556.0,35848.0,9900.0,21756.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,Y,Apr-2016,COMPLETE,May-2015,5142.0,49.99,0.0
,,9925,9925,9925.0, 36 months, 14.98%,343.96,C,C3,Bar / Host,5 years,RENT,40000.0,Not Verified,Dec-2013,Fully Paid,n,,,other,Life Expenses and Christmas Gifts,100xx,NY,11.73,0,May-2006,3,,,16,0,1794,9.5%,18,f,0.0,0.0,11070.1800025,11070.18,9925.0,1145.18,0.0,0.0,0.0,Mar-2015,1860.64,,Dec-2017,0,,1,Individual,,,,0,0.0,45894.0,,,,,,,,,,,,18900.0,,,,11.0,2868.0,17106.0,9.5,0,0,91.0,56.0,7.0,2.0,0.0,7.0,,4.0,,0.0,4.0,4.0,10.0,12.0,5.0,10.0,12.0,4.0,16.0,0.0,0.0,0.0,3.0,100.0,0.0,0,0,83110.0,45894.0,18900.0,63670.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,14000,14000,14000.0, 60 months, 14.47%,329.18,C,C2,Director Human Resources,10+ years,MORTGAGE,100000.0,Verified,Dec-2013,Current,n,,  Borrower added on 12/29/13 > Debt consolidation and home improvement<br>,debt_consolidation,Debt consolidation,117xx,NY,6.38,0,Feb-2001,0,,,9,0,16028,72.2%,15,f,3940.98,3940.98,15487.9200073,15487.92,10059.02,5412.44,16.46,0.0,0.0,Dec-2017,329.18,Jan-2018,Dec-2017,0,,1,Individual,,,,0,0.0,583657.0,,,,,,,,,,,,22200.0,,,,7.0,64851.0,5282.0,65.5,0,0,154.0,85.0,6.0,6.0,4.0,14.0,,14.0,,0.0,3.0,7.0,4.0,6.0,1.0,8.0,10.0,7.0,9.0,0.0,0.0,0.0,1.0,100.0,75.0,0,0,601640.0,16028.0,15300.0,0.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,9150,9150,9150.0, 36 months, 20.50%,342.39,E,E1,Chemist,6 years,RENT,52000.0,Not Verified,Dec-2013,Fully Paid,n,,,debt_consolidation,personal loan,891xx,NV,20.89,0,Sep-2006,3,,,11,0,11059,55.3%,16,f,0.0,0.0,12325.6639716,12325.66,9150.0,3175.66,0.0,0.0,0.0,Jan-2017,342.01,,Dec-2016,0,,1,Individual,,,,0,0.0,42336.0,,,,,,,,,,,,20000.0,,,,5.0,3849.0,2707.0,76.9,0,0,73.0,87.0,2.0,2.0,0.0,38.0,,6.0,,0.0,6.0,8.0,6.0,7.0,4.0,9.0,12.0,8.0,11.0,0.0,0.0,0.0,4.0,100.0,66.7,0,0,53034.0,42336.0,11700.0,33034.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,9600,9600,9600.0, 36 months,  8.90%,304.84,A,A5,Statistician III,10+ years,MORTGAGE,50131.0,Verified,Dec-2013,Fully Paid,n,,  Borrower added on 12/29/13 > Pay off higher interest credit card balance sooner than possible under current terms.<br>,credit_card,Credit Refi,294xx,SC,22.43,0,Jan-2002,0,,,9,0,20445,66.2%,24,w,0.0,0.0,10973.8633426,10973.86,9600.0,1373.86,0.0,0.0,0.0,Jan-2017,304.46,,Dec-2017,0,,1,Individual,,,,0,0.0,239218.0,,,,,,,,,,,,30900.0,,,,6.0,26580.0,4051.0,68.4,0,0,126.0,143.0,1.0,1.0,2.0,49.0,,15.0,,0.0,1.0,4.0,2.0,6.0,7.0,6.0,15.0,4.0,9.0,0.0,0.0,0.0,2.0,100.0,50.0,0,0,269376.0,49489.0,12800.0,44926.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,7875,7875,7875.0, 36 months, 13.53%,267.36,B,B5,,n/a,OWN,19680.0,Verified,Dec-2013,Fully Paid,n,,,debt_consolidation,Debt consolidation,344xx,FL,20.91,0,Aug-1989,1,66.0,117.0,11,1,13177,38.5%,32,f,0.0,0.0,8669.5260421,8669.53,7875.0,794.53,0.0,0.0,0.0,Nov-2014,6264.12,,Nov-2014,0,,1,Individual,,,,0,0.0,13177.0,,,,,,,,,,,,34200.0,,,,4.0,1318.0,8027.0,60.7,0,0,92.0,292.0,4.0,4.0,0.0,4.0,66.0,4.0,66.0,0.0,4.0,5.0,5.0,16.0,5.0,11.0,27.0,5.0,11.0,0.0,0.0,0.0,3.0,96.9,40.0,1,0,34200.0,13177.0,20400.0,0.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,8400,8400,8400.0, 36 months, 16.99%,299.45,D,D1,sr. sales support,3 years,RENT,47000.0,Verified,Dec-2013,Fully Paid,n,,,debt_consolidation,Card Consolidation,100xx,NY,11.28,2,Mar-2006,4,23.0,,15,0,7845,25.8%,29,f,0.0,0.0,9074.5106014,9074.51,8400.0,674.51,0.0,0.0,0.0,Jul-2014,7577.29,,Dec-2017,0,,1,Individual,,,,0,0.0,16111.0,,,,,,,,,,,,30400.0,,,,9.0,1074.0,13120.0,36.0,0,0,26.0,93.0,3.0,3.0,0.0,3.0,,0.0,23.0,0.0,9.0,10.0,9.0,13.0,2.0,13.0,27.0,10.0,15.0,0.0,0.0,0.0,7.0,89.7,0.0,0,0,38666.0,16111.0,20500.0,8266.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,12800,12800,12800.0, 36 months,  7.62%,398.87,A,A3,Claim Adjustor,10+ years,MORTGAGE,85000.0,Not Verified,Dec-2013,Fully Paid,n,,,debt_consolidation,Credit card payoff,852xx,AZ,12.72,0,Mar-1997,0,,,14,0,13799,26.9%,24,w,0.0,0.0,13326.16,13326.16,12800.0,526.16,0.0,0.0,0.0,Aug-2014,10932.94,,Aug-2017,0,,1,Individual,,,,0,0.0,192872.0,,,,,,,,,,,,51300.0,,,,0.0,14836.0,37001.0,27.2,0,0,118.0,201.0,31.0,25.0,4.0,31.0,,,,0.0,4.0,4.0,9.0,12.0,5.0,11.0,15.0,4.0,14.0,0.0,0.0,0.0,0.0,100.0,11.1,0,0,268583.0,29873.0,50800.0,34877.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,35000,35000,35000.0, 60 months, 21.48%,956.35,E,E2,Principal Support Specialist,10+ years,MORTGAGE,130000.0,Verified,Dec-2013,Charged Off,n,,,debt_consolidation,Debt Consolidation,957xx,CA,15.75,0,Jul-1994,0,,,11,0,87758,68.4%,24,f,0.0,0.0,28767.14,28767.14,11323.56,15097.69,0.0,2345.89,422.224200001,Sep-2016,100.0,,Nov-2016,0,,1,Individual,,,,0,0.0,385226.0,,,,,,,,,,,,121100.0,,,,2.0,35021.0,28148.0,66.9,0,0,,233.0,2.0,2.0,4.0,2.0,,14.0,,0.0,6.0,8.0,6.0,11.0,0.0,10.0,20.0,8.0,11.0,0.0,0.0,0.0,1.0,100.0,66.7,0,0,445100.0,87758.0,101000.0,0.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,7400,7400,7400.0, 36 months, 13.98%,252.85,C,C1,Network Admin,< 1 year,MORTGAGE,85000.0,Not Verified,Dec-2013,Fully Paid,n,,,credit_card,Credit Card Pay Down,667xx,KS,4.98,0,Aug-1994,0,,,9,0,3415,42.2%,15,f,0.0,0.0,8974.30000236,8974.3,7400.0,1574.3,0.0,0.0,0.0,Mar-2016,2653.05,,Jul-2017,0,,1,Individual,,,,0,0.0,104852.0,,,,,,,,,,,,8100.0,,,,7.0,13107.0,503.0,84.3,0,0,232.0,41.0,1.0,1.0,1.0,8.0,,7.0,,0.0,3.0,5.0,3.0,3.0,6.0,7.0,8.0,5.0,9.0,0.0,0.0,0.0,2.0,100.0,66.7,0,0,115646.0,10421.0,3200.0,10608.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,24000,24000,24000.0, 60 months, 19.22%,625.49,D,D4,Supervisory K9 Officer,10+ years,MORTGAGE,89000.0,Verified,Dec-2013,Fully Paid,n,,,debt_consolidation,MyReleif,785xx,TX,19.78,1,Oct-1995,2,16.0,,14,0,16599,55.3%,42,f,0.0,0.0,27315.2654886,27315.27,24000.0,3315.27,0.0,0.0,0.0,Oct-2014,22311.7,,Dec-2017,0,,1,Individual,,,,0,0.0,130577.0,,,,,,,,,,,,30000.0,,,,12.0,10044.0,2889.0,76.3,0,0,121.0,218.0,2.0,2.0,4.0,6.0,,1.0,45.0,0.0,3.0,7.0,4.0,12.0,12.0,11.0,26.0,7.0,14.0,0.0,0.0,0.0,3.0,88.1,75.0,0,0,173549.0,34568.0,12200.0,44499.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,20000,20000,20000.0, 36 months, 22.40%,767.96,E,E3,floor maneger,10+ years,RENT,60000.0,Source Verified,Dec-2013,Fully Paid,n,,,small_business, Auction cars ,916xx,CA,19.81,0,Aug-2005,0,,,8,0,22957,78.1%,11,f,0.0,0.0,24439.56,24439.56,20000.0,4439.56,0.0,0.0,0.0,May-2015,9439.56,,Jul-2016,0,,1,Individual,,,,0,0.0,33002.0,,,,,,,,,,,,29400.0,,,,4.0,4125.0,2400.0,90.2,0,0,86.0,100.0,11.0,7.0,0.0,26.0,,7.0,,0.0,3.0,4.0,3.0,3.0,3.0,6.0,7.0,4.0,8.0,0.0,0.0,0.0,2.0,100.0,100.0,0,0,43267.0,33002.0,24400.0,12599.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,30000,30000,30000.0, 36 months, 14.47%,1032.2,C,C2,"Sr. Director, Presales",3 years,MORTGAGE,250000.0,Verified,Dec-2013,Fully Paid,n,,,debt_consolidation,Debt Consolidation,115xx,NY,10.99,0,Apr-2001,1,38.0,,6,0,30834,83%,10,f,0.0,0.0,36851.5699884,36851.57,30000.0,6851.57,0.0,0.0,0.0,May-2016,8893.38,,Apr-2016,0,,1,Individual,,,,0,0.0,441564.0,,,,,,,,,,,,37200.0,,,,2.0,73594.0,12400.0,83.0,0,0,77.0,152.0,18.0,14.0,1.0,18.0,,4.0,,0.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,6.0,,0.0,0.0,0.0,90.0,1.0,0,0,514828.0,58420.0,37200.0,65159.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000.0, 36 months,  7.90%,312.91,A,A4,Driver,6 years,OWN,35000.0,Not Verified,Dec-2013,Fully Paid,n,,  Borrower added on 12/29/13 > I'm paying off my sears credit card which has 27 percent interest. Also paying off my Capitol one card.<br>,credit_card,Goodby sears credit,130xx,NY,13.79,0,Jul-2004,0,,89.0,6,1,10438,67.3%,10,w,0.0,0.0,11264.4580541,11264.46,10000.0,1264.46,0.0,0.0,0.0,Jan-2017,312.61,,Dec-2016,0,,1,Individual,,,,0,0.0,11071.0,,,,,,,,,,,,15500.0,,,,1.0,1845.0,4062.0,72.0,0,0,30.0,113.0,32.0,21.0,0.0,32.0,,21.0,,0.0,3.0,3.0,4.0,7.0,2.0,5.0,8.0,3.0,6.0,0.0,0.0,0.0,0.0,100.0,25.0,1,0,18756.0,11071.0,14500.0,3256.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,4800,4800,4800.0, 36 months, 14.47%,165.16,C,C2,Account Manager,< 1 year,RENT,25000.0,Not Verified,Dec-2013,Fully Paid,n,,,credit_card,Credit Card ,907xx,CA,10.56,0,Oct-2007,0,,,8,0,5085,79.5%,13,f,0.0,0.0,5945.3336386,5945.33,4800.0,1145.33,0.0,0.0,0.0,Jan-2017,164.73,,Dec-2017,0,,1,Individual,,,,0,0.0,19349.0,,,,,,,,,,,,6400.0,,,,2.0,2419.0,657.0,84.4,0,0,51.0,74.0,8.0,8.0,0.0,8.0,,8.0,,0.0,5.0,6.0,6.0,6.0,5.0,7.0,8.0,6.0,8.0,0.0,0.0,0.0,1.0,100.0,83.3,0,0,21065.0,19349.0,4200.0,14665.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
